origin_center_point,abstracted_center_point
"void DoSomethingInterestingWithMyAPI(const uint8_t *data, size_t size)
{
    if (data == nullptr || size == 0) {
        return;
    }
    OnRemoteRequest(data, size);
    SetRadioStateResponse(data, size);
    RadioStateChanged(data, size);
    SatelliteStatusChanged(data, size);
    SimStateChanged(data, size);
    auto telRilManager = DelayedSingleton<CoreService>::GetInstance()->telRilManager_;
    if (telRilManager == nullptr || telRilManager->handler_ == nullptr) {
        return;
    }
    telRilManager->handler_->ClearFfrt(false);
    telRilManager->handler_->queue_ = nullptr;
    return;
}","void DoSomethingInterestingWithMyAPI(const uint8_t *data, size_t size) { if (data == nullptr || size == 0) { return; } OnRemoteRequest(data, size); SetRadioStateResponse(data, size); RadioStateChanged(data, size); SatelliteStatusChanged(data, size); SimStateChanged(data, size); auto telRilManager = DelayedSingleton<CoreService>::GetInstance()->telRilManager_; if (telRilManager == nullptr || telRilManager->handler_ == nullptr) { return; } telRilManager->handler_->ClearFfrt(false); telRilManager->handler_-><VAR> = nullptr; return; }"
int32_t success = static_cast<int32_t>(*data % BOOL_NUM);,int32_t <VAR> = static_cast<int32_t>(*data % BOOL_NUM);
int32_t gsmIndex = static_cast<int32_t>(*data + offset);,int32_t <VAR> = static_cast<int32_t>(*data + offset);
int32_t resultId = static_cast<int32_t>(*data + offset);,int32_t <VAR> = static_cast<int32_t>(*data + offset);
int32_t switchOn = static_cast<int32_t>(*data + offset);,int32_t <VAR> = static_cast<int32_t>(*data + offset);
int minValue = static_cast<int>(min);,int <VAR> = static_cast<int>(<VAR>);
static int32_t testDefaultPrimarySlot = SLOT_ID;,static int32_t <VAR> = SLOT_ID;
std::cin >> testDefaultPrimarySlot,std::cin >> <VAR>
"static bool TestGetSimIccId()
{
    AccessToken token;
    int32_t slotId = 0;
    std::cout << ""please input soltid:"" << std::endl;
    std::cin >> slotId;
    std::u16string result;
    g_telephonyService->GetSimIccId(slotId, result);
    std::string str = Str16ToStr8(result);
    string expect = str.empty() ? ""fail"" : ""success"";
    std::cout << ""TelephonyTestService Remote GetSimIccId result ["" << str << ""] "" << expect << std::endl;
    return true;
}","static bool TestGetSimIccId() { AccessToken token; <TYPE> <VAR> = <CONST>; std::cout << <STR> << std::endl; std::cin >> <VAR>; std::u16string <VAR>; g_telephonyService->GetSimIccId(<VAR>, <VAR>); std::string str = Str16ToStr8(<VAR>); string expect = str.empty() ? ""fail"" : ""success""; std::cout << <STR> << str << ""] "" << expect << std::endl; return true; }"
std::cin >> slotId,std::cin >> <VAR>
"static bool TestGetSlotId()
{
    AccessToken token;
    int32_t simId = 0;
    std::cout << ""please input simId:"" << std::endl;
    std::cin >> simId;
    int32_t result = -1;
    result = g_telephonyService->GetSlotId(simId);
    string expect = (result == -1) ? ""fail"" : ""success"";
    std::cout << ""TelephonyTestService Remote GetSlotId result ["" << result << ""] "" << expect << std::endl;
    return true;
}","static bool TestGetSlotId() { AccessToken token; int32_t <VAR> = 0; std::cout << <STR> << std::endl; std::cin >> <VAR>; int32_t result = -1; result = g_telephonyService->GetSlotId(<VAR>); string expect = (result == -1) ? ""fail"" : ""success""; std::cout << <STR> << result << ""] "" << expect << std::endl; return true; }"
"static bool TestGetIMSI()
{
    AccessToken token;
    static int32_t testSlot = SLOT_ID;
    std::cout << ""please input Slot Id"" << std::endl;
    std::cin >> testSlot;
    std::u16string imsi;
    g_telephonyService->GetIMSI(testSlot, imsi);
    std::string str = Str16ToStr8(imsi);
    string expect = str.empty() ? ""fail"" : ""success"";
    std::cout << ""TelephonyTestService Remote GetIMSI result ["" << str << ""] "" << expect << std::endl;
    return true;
}","static bool TestGetIMSI() { AccessToken token; static int32_t testSlot = SLOT_ID; std::cout << ""please input Slot Id"" << std::endl; std::cin >> testSlot; std::u16string <VAR>; g_telephonyService->GetIMSI(testSlot, <VAR>); std::string str = Str16ToStr8(<VAR>); string expect = str.empty() ? ""fail"" : ""success""; std::cout << <STR> << str << ""] "" << expect << std::endl; return true; }"
"static bool TestSetShowNumber()
{
    AccessToken token;
    int32_t slot;
    std::cout << ""please input Slot Id"" << std::endl;
    std::cin >> slot;
    std::string showNumber;
    std::cout << ""please input showNumber"" << std::endl;
    std::cin >> showNumber;
    int32_t result = g_telephonyService->SetShowNumber(slot, Str8ToStr16(showNumber));
    string expect = (result == TELEPHONY_ERR_SUCCESS) ? ""success"" : ""fail"";
    std::cout << ""TelephonyTestService Remote SetShowNumber result ["" << result << ""] "" << expect << std::endl;
    return true;
}","static bool TestSetShowNumber() { AccessToken token; int32_t slot; std::cout << ""please input Slot Id"" << std::endl; std::cin >> slot; std::string <VAR>; std::cout << <STR> << std::endl; std::cin >> <VAR>; int32_t result = g_telephonyService->SetShowNumber(slot, Str8ToStr16(<VAR>)); string expect = (result == TELEPHONY_ERR_SUCCESS) ? ""success"" : ""fail""; std::cout << <STR> << result << ""] "" << expect << std::endl; return true; }"
"static bool TestGetShowNumber()
{
    AccessToken token;
    int32_t slot;
    std::cout << ""please input Slot Id"" << std::endl;
    std::cin >> slot;
    std::u16string result;
    g_telephonyService->GetShowNumber(slot, result);
    string expect = (!result.empty()) ? ""success"" : ""fail"";
    std::cout << ""TelephonyTestService Remote SetShowNumber result ["" << Str16ToStr8(result) << ""] "" << expect
              << std::endl;
    return true;
}","static bool TestGetShowNumber() { AccessToken token; int32_t slot; std::cout << ""please input Slot Id"" << std::endl; std::cin >> slot; std::u16string result; g_telephonyService->GetShowNumber(slot, result); string expect = (!result.empty()) ? ""success"" : ""fail""; std::cout << <STR> << Str16ToStr8(result) << ""] "" << expect << std::endl; return true; }"
"while (!Among(size, PinWordSize::PIN_MIN_SIZE, PinWordSize::PIN_MAX_SIZE)) {
        std::cout << ""\n Unlock puk start, Please input new pin \n"";
        std::cin >> newPin;
        size = newPin.size();
    }","while (!Among(size, PinWordSize::PIN_MIN_SIZE, PinWordSize::PIN_MAX_SIZE)) { std::cout << <STR>; std::cin >> <VAR>; size = <VAR>.size(); }"
"std::cout << ""\n Alter pin start, Please input old pin \n""",std::cout << <STR>
"static bool TestUnlockPuk2()
{
    AccessToken token;
    LockStatusResponse response = { UNLOCK_FAIL, TELEPHONY_ERROR };
    std::string newPin2 = "" "";
    std::string puk2 = "" "";
    int size = 0;
    static int32_t testSlot = SLOT_ID;
    std::cout << ""please input Slot Id"" << std::endl;
    std::cin >> testSlot;
    while (!Among(size, PinWordSize::PIN_MIN_SIZE, PinWordSize::PIN_MAX_SIZE)) {
        std::cout << ""\n Unlock puk2 start, Please input new pin2 \n"";
        std::cin >> newPin2;
        size = newPin2.size();
    }
    size = 0;
    while (!Among(size, PinWordSize::PIN_MIN_SIZE, PinWordSize::PIN_MAX_SIZE)) {
        std::cout << ""\n Unlock puk2 start, Please input puk2 \n"";
        std::cin >> puk2;
        size = puk2.size();
    }
    std::cout << ""Unlock puk2: newPin2 = "" << newPin2 << ""  puk2 = "" << puk2 << endl;
    g_telephonyService->UnlockPuk2(testSlot, Str8ToStr16(newPin2.c_str()), Str8ToStr16(puk2.c_str()), response);
    std::cout << ""Unlock puk complete:"" << response.result << "" "" << response.remain << std::endl;
    return true;
}","static bool TestUnlockPuk2() { AccessToken token; LockStatusResponse response = { UNLOCK_FAIL, TELEPHONY_ERROR }; std::string newPin2 = "" ""; std::string <VAR> = "" ""; int size = 0; static int32_t testSlot = SLOT_ID; std::cout << ""please input Slot Id"" << std::endl; std::cin >> testSlot; while (!Among(size, PinWordSize::PIN_MIN_SIZE, PinWordSize::PIN_MAX_SIZE)) { std::cout << <STR>; std::cin >> newPin2; size = newPin2.size(); } size = 0; while (!Among(size, PinWordSize::PIN_MIN_SIZE, PinWordSize::PIN_MAX_SIZE)) { std::cout << <STR>; std::cin >> <VAR>; size = <VAR>.size(); } std::cout << <STR> << newPin2 << <STR> << <VAR> << endl; g_telephonyService->UnlockPuk2(testSlot, Str8ToStr16(newPin2.c_str()), Str8ToStr16(<VAR>.c_str()), response); std::cout << <STR> << response.result << "" "" << response.remain << std::endl; return true; }"
"while (!Among(size, PinWordSize::PIN_MIN_SIZE, PinWordSize::PIN_MAX_SIZE)) {
        std::cout << ""\n Alter pin2 start, Please input old pin2 \n"";
        std::cin >> oldPin2;
        size = oldPin2.size();
    }","while (!Among(size, PinWordSize::PIN_MIN_SIZE, PinWordSize::PIN_MAX_SIZE)) { std::cout << <STR>; std::cin >> <VAR>; size = <VAR>.size(); }"
"std::cout << ""\n Alter pin2 start, Please input old pin2 \n""",std::cout << <STR>
std::cin >> enable,std::cin >> <VAR>
"static bool TestGetOpKey()
{
    AccessToken token;
    std::u16string opkey;
    static int32_t testSlot = SLOT_ID;
    std::cout << ""please input Slot Id"" << std::endl;
    std::cin >> testSlot;
    int32_t result = g_telephonyService->GetOpKey(testSlot, opkey);
    std::string str = Str16ToStr8(opkey);
    string expect = (result == TELEPHONY_ERR_SUCCESS) ? ""success"" : ""fail"";
    std::cout << ""TestGetOpKey Remote GetOpKey result ["" << str << ""] "" << expect << std::endl;
    return true;
}","static bool TestGetOpKey() { AccessToken token; std::u16string <VAR>; static int32_t testSlot = SLOT_ID; std::cout << ""please input Slot Id"" << std::endl; std::cin >> testSlot; int32_t result = g_telephonyService->GetOpKey(testSlot, <VAR>); std::string str = Str16ToStr8(<VAR>); string expect = (result == TELEPHONY_ERR_SUCCESS) ? ""success"" : ""fail""; std::cout << <STR> << str << ""] "" << expect << std::endl; return true; }"
"std::cout << ""\n select 6. Please input Corporate Personalization PIN \n""",std::cout << <STR>
"static bool TestSendTerminalResponseCmd()
{
    AccessToken token;
    int32_t slotId = DEFAULT_SIM_SLOT_ID;
    std::cout << ""please input slotId"" << endl;
    std::cin >> slotId;
    std::string cmd = """";
    std::cout << ""input terminal response command"" << std::endl;
    std::cin >> cmd;
    int32_t result = g_telephonyService->SendTerminalResponseCmd(slotId, cmd);
    std::cout << ""TelephonyTestService Remote SendTerminalResponseCmd result ["" << result << ""] "" << std::endl;
    return true;
}","static bool TestSendTerminalResponseCmd() { AccessToken token; int32_t slotId = DEFAULT_SIM_SLOT_ID; std::cout << ""please input slotId"" << endl; std::cin >> slotId; std::string cmd = """"; std::cout << <STR> << std::endl; std::cin >> cmd; int32_t result = g_telephonyService->SendTerminalResponseCmd(slotId, cmd); std::cout << <STR> << result << ""] "" << std::endl; return true; }"
"if (root->Asn1HasChild(TAG_ESIM_CTX_1)) {
        std::shared_ptr<Asn1Node> node = root->Asn1GetChild(TAG_ESIM_CTX_1);
        if (node == nullptr) {
            return defaultCarrier;
        }
        node->Asn1AsBytes(gid1Byte);
        strResult = Asn1Utils::BytesToHexStr(gid1Byte);
        gid1 = OHOS::Telephony::ToUtf16(strResult);
    }",if (root->Asn1HasChild(<TYPE>)) { std::shared_ptr<Asn1Node> node = root->Asn1GetChild(<TYPE>); if (node == nullptr) { return defaultCarrier; } node->Asn1AsBytes(<VAR>); strResult = Asn1Utils::BytesToHexStr(<VAR>); <VAR> = OHOS::Telephony::ToUtf16(strResult); }
cin >> slotId,cin >> <VAR>
"void TelRilTest::OnRequestCallGetCurrentCallsStatusTest(
    int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler)
{
    auto event = AppExecFwk::InnerEvent::Get(RadioEvent::RADIO_CURRENT_CALLS);
    if (event != nullptr && telRilManager_ != nullptr) {
        event->SetOwner(handler);
        TELEPHONY_LOGI(""TelRilTest::OnRequestCallGetCurrentCallsStatusTest -->"");
        telRilManager_->GetCallList(slotId, event);
        TELEPHONY_LOGI(""OnRequestCallGetCurrentCallsStatusTest finished"");
    }
}","void TelRilTest::OnRequestCallGetCurrentCallsStatusTest( int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler) { auto event = AppExecFwk::InnerEvent::Get(RadioEvent::<TYPE>); if (event != nullptr && telRilManager_ != nullptr) { event->SetOwner(handler); TELEPHONY_LOGI(<STR>); telRilManager_->GetCallList(slotId, event); TELEPHONY_LOGI(<STR>); } }"
std::cin >> cardType,std::cin >> <VAR>
"void TelRilTest::OnRequestOpenLGSimIOTest(int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler)
{
    std::cout << ""TelRilTest::OnRequestOpenLGSimIOTest begin:"" << std::endl;
    auto event = AppExecFwk::InnerEvent::Get(uint32_t(CustomMessageID::MSG_OPEN_LOGICAL_CHANNEL_DONE));
    if (event == nullptr) {
        std::cerr << ""event is nullptr"" << std::endl;
        return;
    }
    event->SetOwner(handler);
    if (telRilManager_ == nullptr) {
        std::cerr << ""telRilManager is nullptr"" << std::endl;
        return;
    }
    telRilManager_->SimOpenLogicalChannel(slotId, ""apdu"", 0, event);
    std::cout << ""TelRilTest::OnRequestOpenLGSimIOTest end"" << std::endl;
}","void TelRilTest::OnRequestOpenLGSimIOTest(int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler) { std::cout << <STR> << std::endl; auto event = AppExecFwk::InnerEvent::Get(uint32_t(CustomMessageID::<TYPE>)); if (event == nullptr) { std::cerr << ""event is nullptr"" << std::endl; return; } event->SetOwner(handler); if (telRilManager_ == nullptr) { std::cerr << ""telRilManager is nullptr"" << std::endl; return; } telRilManager_->SimOpenLogicalChannel(slotId, <STR>, 0, event); std::cout << <STR> << std::endl; }"
"void TelRilTest::OnRequestTransmitApduLogicalChannelTest(int32_t slotId,
    const std::shared_ptr<AppExecFwk::EventHandler> &handler)
{
    std::cout << ""TelRilTest::OnRequestTransmitApduLogicalChannelTest begin:"" << std::endl;
    auto event = AppExecFwk::InnerEvent::Get(uint32_t(CustomMessageID::MSG_TRANSMIT_LOGICAL_CHANNEL_DONE));
    if (event == nullptr) {
        std::cerr << ""event is nullptr"" << std::endl;
        return;
    }
    event->SetOwner(handler);
    if (telRilManager_ == nullptr) {
        std::cerr << ""telRilManager is nullptr"" << std::endl;
        return;
    }
    ApduSimIORequestInfo reqInfo;
    telRilManager_->SimTransmitApduLogicalChannel(slotId, reqInfo, event);
    std::cout << ""TelRilTest::OnRequestTransmitApduLogicalChannelTest end"" << std::endl;
}","void TelRilTest::OnRequestTransmitApduLogicalChannelTest(int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler) { std::cout << <STR> << std::endl; auto event = AppExecFwk::InnerEvent::Get(uint32_t(CustomMessageID::<TYPE>)); if (event == nullptr) { std::cerr << ""event is nullptr"" << std::endl; return; } event->SetOwner(handler); if (telRilManager_ == nullptr) { std::cerr << ""telRilManager is nullptr"" << std::endl; return; } ApduSimIORequestInfo reqInfo; telRilManager_->SimTransmitApduLogicalChannel(slotId, reqInfo, event); std::cout << <STR> << std::endl; }"
std::string aid;,std::string <VAR>;
std::string authData;,std::string <VAR>;
"void TelRilTest::OnRequestSimGetImsiTest(int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler)
{
    auto event = AppExecFwk::InnerEvent::Get(RadioEvent::RADIO_SIM_GET_IMSI);
    if (event != nullptr && telRilManager_ != nullptr) {
        event->SetOwner(handler);
        TELEPHONY_LOGI(""TelRilTest::OnRequestSimGetImsiTest -->"");
        telRilManager_->GetImsi(slotId, event);
        TELEPHONY_LOGI(""OnRequestSimGetImsiTest finished"");
    }
}","void TelRilTest::OnRequestSimGetImsiTest(int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler) { auto event = AppExecFwk::InnerEvent::Get(RadioEvent::<TYPE>); if (event != nullptr && telRilManager_ != nullptr) { event->SetOwner(handler); TELEPHONY_LOGI(<STR>); telRilManager_->GetImsi(slotId, event); TELEPHONY_LOGI(<STR>); } }"
"std::cout << ""please enter the oldPassword:""",std::cout << <STR>
"std::cout << ""please enter the SIM PIN:""",std::cout << <STR>
"std::cout << ""please enter the Radio Protocol sessionId:""",std::cout << <STR>
"void TelRilTest::OnRequestRefusedCallTest(int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler)
{
    auto event = AppExecFwk::InnerEvent::Get(RadioEvent::RADIO_REJECT_CALL);
    if (event != nullptr && telRilManager_ != nullptr) {
        event->SetOwner(handler);
        TELEPHONY_LOGI(""TelRilTest::OnRequestRefusedCallTest -->"");
        telRilManager_->Reject(slotId, event);
        TELEPHONY_LOGI(""OnRequestRefusedCallTest finished"");
    }
}","void TelRilTest::OnRequestRefusedCallTest(int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler) { auto event = AppExecFwk::InnerEvent::Get(RadioEvent::<TYPE>); if (event != nullptr && telRilManager_ != nullptr) { event->SetOwner(handler); TELEPHONY_LOGI(<STR>); telRilManager_->Reject(slotId, event); TELEPHONY_LOGI(<STR>); } }"
int32_t eventId = static_cast<int32_t>(DiffInterfaceId::TEST_RILCM_SET_INIT_APN_INFO_TEST);,int32_t eventId = static_cast<int32_t>(DiffInterfaceId::<TYPE>);
"void TelRilTest::OnRequestGetDataCallListTest(int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler)
{
    int32_t eventId = static_cast<int32_t>(DiffInterfaceId::TEST_RILCM_GET_DATA_CALL_LIST_TEST);
    auto event = AppExecFwk::InnerEvent::Get(eventId);
    if (event != nullptr && telRilManager_ != nullptr) {
        event->SetOwner(handler);
        TELEPHONY_LOGI(""TelRilTest::OnRequestGetDataCallListTest -->"");
        telRilManager_->GetPdpContextList(slotId, event);
        TELEPHONY_LOGI(""OnRequestGetDataCallListTest finished"");
    }
}","void TelRilTest::OnRequestGetDataCallListTest(int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler) { int32_t eventId = static_cast<int32_t>(DiffInterfaceId::<TYPE>); auto event = AppExecFwk::InnerEvent::Get(eventId); if (event != nullptr && telRilManager_ != nullptr) { event->SetOwner(handler); TELEPHONY_LOGI(<STR>); telRilManager_->GetPdpContextList(slotId, event); TELEPHONY_LOGI(<STR>); } }"
"void TelRilTest::OnRequestGetLinkCapabilityTest(
    int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler)
{
    int32_t eventId = static_cast<int32_t>(DiffInterfaceId::TEST_RILCM_GET_LINK_CAPABILITY);
    auto event = AppExecFwk::InnerEvent::Get(eventId);
    if (event != nullptr && telRilManager_ != nullptr) {
        event->SetOwner(handler);
        TELEPHONY_LOGI(""TelRilTest::OnRequestGetLinkCapabilityTest -->"");
        telRilManager_->GetLinkCapability(slotId, event);
        TELEPHONY_LOGI(""OnRequestGetLinkCapabilityTest finished"");
    }
}","void TelRilTest::OnRequestGetLinkCapabilityTest( int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler) { int32_t eventId = static_cast<int32_t>(DiffInterfaceId::<TYPE>); auto event = AppExecFwk::InnerEvent::Get(eventId); if (event != nullptr && telRilManager_ != nullptr) { event->SetOwner(handler); TELEPHONY_LOGI(<STR>); telRilManager_->GetLinkCapability(slotId, event); TELEPHONY_LOGI(<STR>); } }"
